"code","product"
"68149000","Worked mica and articles of mica (excl. electrical insulators, insulating fittings, resistors and capacitors, protective goggles of mica and their glasses, mica in the form of Christmas tree decorations, and plates, sheets and strips of agglomerated or reconstituted mica, whether or not on supports)"
"69010000","Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite or diatomite, or of similar siliceous earths"
"69041000","Building bricks (excl. those of siliceous fossil meals or similar siliceous earths, and refractory bricks of heading 6902)"
"69051000","Roofing tiles"
"69059000","Ceramic chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods (excl. of siliceous fossil meals or similar siliceous earths, refractory ceramic constructional components, pipes and other components for drainage and similar purposes, and roofing tiles)"
"69060000","Ceramic pipes, conduits, guttering and pipe fittings (excl. of siliceous fossil meals or similar siliceous earths, refractory ceramic goods, chimney liners, pipes specifically manufactured for laboratories, insulating tubing and fittings and other piping for electrotechnical purposes)"
"69072200","Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight > 0,5 % but <= 10 % (excl. refractory, mosaic cubes and finishing ceramics)"
"69074000","Finishing ceramics (excl. refractory)"
"69099000","Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods (excl. general-purpose storage vessels for laboratories, containers for shops and household articles)"
"69111000","Tableware and kitchenware, of porcelain or china (excl. ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
"69119000","Household and toilet articles, of porcelain or china (excl. tableware and kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
"69120023","Tableware and kitchenware, of stoneware (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
"69120025","Tableware and kitchenware, of earthenware or fine pottery (excl. statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods, and coffee grinders and spice mills with receptacles made of ceramics and working parts of metal)"
"69120083","Household articles and toilet articles, of stoneware (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
"69120085","Household articles and toilet articles, of earthenware or fine pottery (excl. tableware, kitchenware, baths, bidets, sinks and similar sanitary fixtures, statuettes and other ornamental articles, pots, jars, carboys and similar receptacles for the conveyance or packing of goods)"
"69141000","Ceramic articles of porcelain or china, n.e.s."
"69149000","Ceramic articles, n.e.s. (excl. of porcelain or china)"
"70022010","Rods of optical glass, unworked"
"70022090","Rods of glass, unworked (excl. optical glass)"
"70023100","Tubes of fused quartz or other fused silica, unworked"
"70023200","Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature range of 0°C to 300°C, unworked (excl. tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature range of 0°C to 300°C)"
"70023900","Tubes of glass, unworked (excl. tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature range of 0°C to 300°C or of fused quartz or other fused silica)"
"70033000","Profiles of glass, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
"70042010","Sheets of optical glass, drawn or blown, coloured throughout the mass ""body tinted"" opacified, flashed or having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
"70042091","Sheets of glass, drawn or blown, having a non-reflecting layer, but not otherwise worked (other than optical glass)"
"70042099","Sheets of glass, drawn or blown, coloured throughout the mass ""body tinted"", flashed or having an absorbent or reflecting layer, but not otherwise worked (other than optical glass)"
"70051005","Float glass and surface ground or polished glass, in sheets, having a non-reflecting layer, but not otherwise worked (excl. wired glass)"
"70051025","Float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of <= 3,5 mm (excl. wired glass)"
"70051030","Float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of > 3,5 mm but <= 4,5 mm (excl. wired glass)"
"70051080","Float glass and surface ground or polished glass, in sheets, having an absorbent or reflecting layer, but not otherwise worked, of a thickness of > 4,5 mm (excl. wired glass)"
"70071110","Toughened ""tempered"" safety glass, of size and shape suitable for incorporation in motor vehicles"
"70071190","Toughened ""tempered"" safety glass, of size and shape suitable for incorporation in aircraft, spacecraft, vessels or other vehicles (excl. motor vehicles)"
"70072900","Laminated safety glass (excl. glass of size and shape suitable for incorporation in motor vehicles, aircraft, spacecraft, vessels or other vehicles, multiple-walled insulating units)"
"70091000","Rear-view mirrors, whether or not framed, for vehicles"
"70099100","Glass mirrors, unframed (excl. rear-view mirrors for vehicles, optical mirrors, optically worked, mirrors > 100 years old)"
"70099200","Glass mirrors, framed (excl. rear-view mirrors for vehicles, optical mirrors, optically processed, and mirrors of an age of > 100 years)"
"70101000","Glass ampoules"
"70102000","Stoppers, lids and other closures, of glass"
"70109010","Household preserving jars ""sterilising jars"", of glass(2002-2500);Glass preserving jars ""sterilizing jars""(1988-1995)"
"70109021","Phials and other containers made from tubing of glass, of a kind used for the commercial packing of goods (excl. ampoules)(2002-2500);Containers made from tubing of glass of a thickness of < 1 mm (excl. ampoules)(1988-1995)"
"70109031","Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used for the commercial conveyance or packing of goods, of a nominal capacity of >= 2,5 l(2002-2500);Glass containers of a kind used for the conveyance or packing of goods of a nominal capacity of >= 2,5 l (excl. glass envelopes and containers, with vacuum insulation)(1988-1995)"
"70109041","Bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 1 l but < 2,5 l(2002-2500);Bottles of colourless glass of a kind used for the conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 1 l but < 2,5 l(1988-1995)"
"70109043","Bottles of colourless glass, of a kind used for the commercial conveyance or packing of foodstuffs and beverages, of a nominal capacity of > 0,33 l but < 1 l(2002-2500);Bottles of colourless glass of a kind used for the conveyance or packing of foodstuffs and beverages, of a nominal capacity of >= 0,33 l but < 1 l(1988-1995)"
